,matching_id,pmid,title,journal,journal_short,year,month,day,section,subsection,role,predictprob,cancer_id,cancer_name,cancer_normalized,cancer_start,cancer_end,gene_hugo_id,gene_entrez_id,gene_name,gene_normalized,gene_start,gene_end,sentence,formatted_sentence
49821,5d4b9a9a336ae2d27021d4edb071894e,33747955,Comprehensive Analysis of the Immune and Prognostic Implication of COL6A6 in Lung Adenocarcinoma,Frontiers in Oncology,Frontiers in Oncology,2021,2.0,26.0,article,discussion,Tumor_Suppressor,0.9926930197406296,DOID:3910,LUAD,lung adenocarcinoma,70,74,HGNC:27023,131873,COL6A6,COL6A6,30,36,"Therefore, we speculated that COL6A6 may act as a tumor suppressor in LUAD.","Therefore, we speculated that <b>COL6A6</b> may act as a tumor suppressor in <b>LUAD</b>."
51246,920bee1be548a1382fbb721b2fc47b4a,33519915,LncRNA H19 Suppresses Osteosarcomagenesis by Regulating snoRNAs and DNA Repair Protein Complexes,Frontiers in Genetics,Frontiers in Genetics,2020,1.0,15.0,article,introduction,Oncogene,0.9242409298585872,DOID:3908,non-small cell lung cancer (NSCLC),lung non-small cell carcinoma,41,75,HGNC:11998,7157,p53,TP53,124,127,"For example, SNORA42 is overexpressed in non-small cell lung cancer (NSCLC) and plays an oncogenic role through suppressing p53 function and/or expression (Mei et al.,).","For example, SNORA42 is overexpressed in <b>non-small cell lung cancer (NSCLC)</b> and plays an oncogenic role through suppressing <b>p53</b> function and/or expression (Mei et al.,)."
51664,9eb6448e78c96c6cb8d5790569211d1a,33249703,ADFP promotes cell proliferation in lung adenocarcinoma via Akt phosphorylation,Journal of Cellular and Molecular Medicine,Journal of Cellular and Molecular Medicine,2021,1.0,29.0,article,introduction,Driver,0.8147076882909293,DOID:3910,Lung adenocarcinoma,lung adenocarcinoma,2,21,HGNC:11998,7157,TP53,TP53,143,147,"2 Lung adenocarcinoma (LAC) is the most common pathological type, which is characterized by many clear and prominent driver mutations, such as TP53, KRAS, EGFR, NF1, BRAF and MET.","2 <b>Lung adenocarcinoma</b> (LAC) is the most common pathological type, which is characterized by many clear and prominent driver mutations, such as <b>TP53</b>, KRAS, EGFR, NF1, BRAF and MET."
52173,8e390ed2997c32b925dba06cfbfc21cf,33302475,"RNA-Seq Analysis of Cisplatin and the Monofunctional Platinum(II) Complex, Phenanthriplatin, in A549 Non-Small Cell Lung Cancer and IMR90 Lung Fibroblast Cell Lines",Cells,Cells,2020,12.0,8.0,article,discussion,Tumor_Suppressor,0.9916322182197018,DOID:3908,NSCLC,lung non-small cell carcinoma,165,170,HGNC:11998,7157,p53,TP53,129,132,"Phenanthriplatin might act on GPRC5A downstream of MDM2 to decrease EGFR function preventing MDM2’s role to negate p53, allowing p53 to act as a tumor suppressor in NSCLC.","Phenanthriplatin might act on GPRC5A downstream of MDM2 to decrease EGFR function preventing MDM2’s role to negate p53, allowing <b>p53</b> to act as a tumor suppressor in <b>NSCLC</b>."
52279,b1dbfeb2a92ae52f1ba0e486ee199f80,33255928,MiR-215-5p Reduces Liver Metastasis in an Experimental Model of Colorectal Cancer through Regulation of ECM-Receptor Interactions and Focal Adhesion,Cancers,Cancers,2020,12.0,26.0,article,discussion,Oncogene,0.9577210977079744,DOID:3908,non-small cell lung cancer,lung non-small cell carcinoma,68,94,HGNC:14881,9839,zinc finger E-box binding homeobox 2 (ZEB2),ZEB2,119,162,Tumor suppressor effects of this miRNA were observed in the case of non-small cell lung cancer via direct targeting of zinc finger E-box binding homeobox 2 (ZEB2) and inhibition of the epithelial-mesenchymal transition (EMT) process and by downregulation of matrix metalloproteinase-16 (MMP16) expression.,Tumor suppressor effects of this miRNA were observed in the case of <b>non-small cell lung cancer</b> via direct targeting of <b>zinc finger E-box binding homeobox 2 (ZEB2)</b> and inhibition of the epithelial-mesenchymal transition (EMT) process and by downregulation of matrix metalloproteinase-16 (MMP16) expression.
52868,9eb6448e78c96c6cb8d5790569211d1a,33247113,Tumor evolutionary trajectories during the acquisition of invasiveness in early stage lung adenocarcinoma,Nature Communications,Nature Communications,2020,11.0,27.0,article,discussion,Driver,0.8697550574407176,DOID:3910,LUAD,lung adenocarcinoma,139,143,HGNC:11998,7157,TP53,TP53,102,106,"Sivakumar et al. demonstrated that BRAF and KRAS were initiated as driver events in AAH, but EGFR and TP53 were secondary driver events in LUAD.","Sivakumar et al. demonstrated that BRAF and KRAS were initiated as driver events in AAH, but EGFR and <b>TP53</b> were secondary driver events in <b>LUAD</b>."
53633,8e390ed2997c32b925dba06cfbfc21cf,33066157,An In Vitro Evaluation of the Molecular Mechanisms of Action of Medical Plants from the Lamiaceae Family as Effective Sources of Active Compounds against Human Cancer Cell Lines,Cancers,Cancers,2020,10.0,13.0,article,introduction,Tumor_Suppressor,0.983851628047872,DOID:3908,NSCLC,lung non-small cell carcinoma,70,75,HGNC:11998,7157,TP53,TP53,115,119,"Among others, important common driver gene mutations in patients with NSCLC are as follows: tumor suppressor genes TP53 and PTEN; EGFR, which encodes protein, is involved in cell growth and survival.","Among others, important common driver gene mutations in patients with <b>NSCLC</b> are as follows: tumor suppressor genes <b>TP53</b> and PTEN; EGFR, which encodes protein, is involved in cell growth and survival."
53768,8e390ed2997c32b925dba06cfbfc21cf,33123278,p53-R273H promotes cancer cell migration via upregulation of neuraminidase-1,Journal of Cancer,Journal of Cancer,2020,10.0,4.0,article,introduction,Tumor_Suppressor,0.9509103700274006,DOID:3908,NSCLC,lung non-small cell carcinoma,109,114,HGNC:11998,7157,p53,TP53,14,17,"Moreover, the p53 tumor suppressor gene, the most studied gene in the human genome, is frequently mutated in NSCLC.","Moreover, the <b>p53</b> tumor suppressor gene, the most studied gene in the human genome, is frequently mutated in <b>NSCLC</b>."
54273,8e390ed2997c32b925dba06cfbfc21cf,32927892,Toxoplasma GRA16 Inhibits NF-κB Activation through PP2A-B55 Upregulation in Non-Small-Cell Lung Carcinoma Cells,International Journal of Molecular Sciences,International Journal of Molecular Sciences,2020,9.0,10.0,article,introduction,Tumor_Suppressor,0.920789780257958,DOID:3908,NSCLC,lung non-small cell carcinoma,11,16,HGNC:11998,7157,p53,TP53,92,95,"Similarly, NSCLC chemoresistance is typically associated with mutations in tumor suppressor p53.","Similarly, <b>NSCLC</b> chemoresistance is typically associated with mutations in tumor suppressor <b>p53</b>."
54400,ac35cd158e474c04f7900989628ba82b,33083012,Improved detection of tumor suppressor events in single-cell RNA-Seq data,NPJ Genomic Medicine,NPJ Genomic Medicine,2020,10.0,7.0,article,results,Tumor_Suppressor,0.9311904789579668,DOID:3908,NSCLC,lung non-small cell carcinoma,226,231,HGNC:11603,9496,TBX4,TBX4,182,186,"Among the six TFs exhibiting lower activity in both lung epithelial cells of smokers and cancer patients, NKX2-1, a putative tumor suppressor for lung cancer as noted recently , and TBX4, another putative tumor suppressor for NSCLC are worth noting.","Among the six TFs exhibiting lower activity in both lung epithelial cells of smokers and cancer patients, NKX2-1, a putative tumor suppressor for lung cancer as noted recently , and <b>TBX4</b>, another putative tumor suppressor for <b>NSCLC</b> are worth noting."
55237,8e390ed2997c32b925dba06cfbfc21cf,32784481,Notch Transduction in Non-Small Cell Lung Cancer,International Journal of Molecular Sciences,International Journal of Molecular Sciences,2020,8.0,8.0,article,introduction,Tumor_Suppressor,0.9261917303349172,DOID:3908,NSCLC,lung non-small cell carcinoma,242,247,HGNC:11998,7157,p53,TP53,293,296,"In NSCLC, similarly to in T-ALL, activating mutations in the Notch1 gene were found in 10% of NSCLC cases, and the presence of these alterations, which occur in the heterodimerization and PEST domains, were associated with worse prognosis in NSCLC patients proficient for the tumor suppressor p53.","In NSCLC, similarly to in T-ALL, activating mutations in the Notch1 gene were found in 10% of NSCLC cases, and the presence of these alterations, which occur in the heterodimerization and PEST domains, were associated with worse prognosis in <b>NSCLC</b> patients proficient for the tumor suppressor <b>p53</b>."
57826,67be1f611ae3e80440a8fbd853cb83ae,30186753,Characterization of genetic alterations in brain metastases from non-small cell lung cancer,FEBS Open Bio,FEBS Open Bio,2018,9.0,30.0,article,discussion,Driver,0.8103656612043415,DOID:3908,NSCLC,lung non-small cell carcinoma,38,43,HGNC:11998,7157,TP53,TP53,98,102,"Multi-region WES was performed in 100 NSCLC patients, revealing that driver mutations in EGFR and TP53 were almost exclusively clonal in different primary tumor regions from the same patients 17.","Multi-region WES was performed in 100 <b>NSCLC</b> patients, revealing that driver mutations in EGFR and <b>TP53</b> were almost exclusively clonal in different primary tumor regions from the same patients 17."
57926,9eb6448e78c96c6cb8d5790569211d1a,30060526,"Lung Cancers: Molecular Characterization, Clonal Heterogeneity and Evolution, and Cancer Stem Cells",Cancers,Cancers,2018,8.0,27.0,article,introduction,Driver,0.9218642104356932,DOID:3910,lung adenocarcinomas,lung adenocarcinoma,12,32,HGNC:11998,7157,TP53,TP53,105,109,"Conversely, lung adenocarcinomas of KRAS-mutant AAHs displayed several other driver mutations, including TP53, EGFR and KRAS.","Conversely, <b>lung adenocarcinomas</b> of KRAS-mutant AAHs displayed several other driver mutations, including <b>TP53</b>, EGFR and KRAS."
57928,dc907d26606cf66d8aa3afab2ca7924a,30060526,"Lung Cancers: Molecular Characterization, Clonal Heterogeneity and Evolution, and Cancer Stem Cells",Cancers,Cancers,2018,8.0,27.0,article,introduction,Oncogene,0.794628825724441,DOID:3910,lung cancer adenocarcinoma,lung adenocarcinoma,24,50,HGNC:11998,7157,p53,TP53,162,165,"In two murine models of lung cancer adenocarcinoma, tumors are initiated with conditional activation of oncogenic KRas G12D or with conditional p53 deficiency in p53 Flow/Flow mice.","In two murine models of <b>lung cancer adenocarcinoma</b>, tumors are initiated with conditional activation of oncogenic KRas G12D or with conditional p53 deficiency in <b>p53</b> Flow/Flow mice."
57938,04dfa692c4072abbf6fcb9516f58ed16,30060526,"Lung Cancers: Molecular Characterization, Clonal Heterogeneity and Evolution, and Cancer Stem Cells",Cancers,Cancers,2018,8.0,27.0,article,conclusions,Tumor_Suppressor,0.9796290608464792,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,38,57,HGNC:11998,7157,TP53,TP53,111,115,"The most commonly mutated genes in in lung adenocarcinoma include KRAS and EGFR and the tumor suppressor genes TP53, KEAP1, STK11 and NF1.","The most commonly mutated genes in in <b>lung adenocarcinoma</b> include KRAS and EGFR and the tumor suppressor genes <b>TP53</b>, KEAP1, STK11 and NF1."
58333,8e390ed2997c32b925dba06cfbfc21cf,31959859,Determination of Somatic Mutations and Tumor Mutation Burden in Plasma by CAPP-Seq during Afatinib Treatment in NSCLC Patients Resistance to Osimertinib,Scientific Reports,Scientific Reports,2020,1.0,20.0,article,discussion,Tumor_Suppressor,0.985673442777795,DOID:3908,NSCLC,lung non-small cell carcinoma,105,110,HGNC:11998,7157,TP53,TP53,155,159,"The T790M mutation occurs as a result of the resistance mechanism to afatinib treatment in EGFR -mutated NSCLC, and mutations in the tumor suppressor gene TP53, which have been associated with tumor progression and poor prognosis in various malignancies , may play a role in the resistance to EGFR-TKIs in EGFR -mutated NSCLC.","The T790M mutation occurs as a result of the resistance mechanism to afatinib treatment in EGFR -mutated <b>NSCLC</b>, and mutations in the tumor suppressor gene <b>TP53</b>, which have been associated with tumor progression and poor prognosis in various malignancies , may play a role in the resistance to EGFR-TKIs in EGFR -mutated NSCLC."
58708,04dfa692c4072abbf6fcb9516f58ed16,31889956,Current Landscape of Epigenetics in Lung Cancer: Focus on the Mechanism and Application,Journal of Oncology,Journal of Oncology,2019,12.0,12.0,article,introduction,Tumor_Suppressor,0.9742514615537264,DOID:3910,LUAD,lung adenocarcinoma,35,39,HGNC:11998,7157,TP53,TP53,93,97,"The most commonly mutated genes in LUAD include KRAS and EGFR and the tumor suppressor genes TP53, KEAP1, STK11, and NF1.","The most commonly mutated genes in <b>LUAD</b> include KRAS and EGFR and the tumor suppressor genes <b>TP53</b>, KEAP1, STK11, and NF1."
58786,920bee1be548a1382fbb721b2fc47b4a,31795418,A Small Compound KJ-28d Enhances the Sensitivity of Non-Small Cell Lung Cancer to Radio- and Chemotherapy,International Journal of Molecular Sciences,International Journal of Molecular Sciences,2019,12.0,29.0,article,introduction,Oncogene,0.7986552691791559,DOID:3908,NSCLC,lung non-small cell carcinoma,0,5,HGNC:11998,7157,tumor protein p53 (TP53),TP53,382,406,"NSCLC is characterized by genomic instability with mutations and translocations in oncogenes, such as the Ki-ras2 Kirsten rat sarcoma viral oncogene homolog proto-oncogene (KRAS), EGFR, ALK receptor tyrosine kinase (ALK), ataxia-telangiectasia mutated (ATM) or phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha (PIK3CA), and tumor suppressor genes, such as the tumor protein p53 (TP53), liver kinase B1 (LKB1), or Kelch-like ECH-associated protein 1 (KEAP1).","<b>NSCLC</b> is characterized by genomic instability with mutations and translocations in oncogenes, such as the Ki-ras2 Kirsten rat sarcoma viral oncogene homolog proto-oncogene (KRAS), EGFR, ALK receptor tyrosine kinase (ALK), ataxia-telangiectasia mutated (ATM) or phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha (PIK3CA), and tumor suppressor genes, such as the <b>tumor protein p53 (TP53)</b>, liver kinase B1 (LKB1), or Kelch-like ECH-associated protein 1 (KEAP1)."
59134,8e390ed2997c32b925dba06cfbfc21cf,31792060,CHUK/IKK-α loss in lung epithelial cells enhances NSCLC growth associated with HIF up-regulation,Life Science Alliance,Life Science Alliance,2019,12.0,2.0,article,discussion,Tumor_Suppressor,0.9721139721819912,DOID:3908,NSCLC,lung non-small cell carcinoma,80,85,HGNC:11998,7157,p53,TP53,38,41,"Moreover, the different status of the p53 tumor suppressor genes in these three NSCLC lines (A549 WT p53, H1299 p53-null, and H1437 p53 gain of function oncogenic mutation) also shows that IKKα’s NSCLC tumor suppressor activity can be independent of p53 status.","Moreover, the different status of the <b>p53</b> tumor suppressor genes in these three <b>NSCLC</b> lines (A549 WT p53, H1299 p53-null, and H1437 p53 gain of function oncogenic mutation) also shows that IKKα’s NSCLC tumor suppressor activity can be independent of p53 status."
59665,9eb6448e78c96c6cb8d5790569211d1a,31694708,34th Annual Meeting & Pre-Conference Programs of the Society for Immunotherapy of Cancer (SITC 2019): part 2,Journal for Immunotherapy of Cancer,Journal for Immunotherapy of Cancer,2019,11.0,6.0,article,methods,Driver,0.9615046745072868,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,125,144,HGNC:11998,7157,p53,TP53,182,185,We interrogate the immune-microbiota interaction in lung cancer using an autochthonous genetically engineered mouse model of lung adenocarcinoma driven by oncogenic Kras and loss of p53.,We interrogate the immune-microbiota interaction in lung cancer using an autochthonous genetically engineered mouse model of <b>lung adenocarcinoma</b> driven by oncogenic Kras and loss of <b>p53</b>.
59666,9eb6448e78c96c6cb8d5790569211d1a,31694708,34th Annual Meeting & Pre-Conference Programs of the Society for Immunotherapy of Cancer (SITC 2019): part 2,Journal for Immunotherapy of Cancer,Journal for Immunotherapy of Cancer,2019,11.0,6.0,article,methods,Driver,0.8968953178432819,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,227,246,HGNC:11998,7157,p53,TP53,333,336,"[2] and multiplex FISH, together with single-cell RNA sequencing and high-dimensional unsupervised spatial-temporal analysis, to study the tumor-immune microenvironment in an autochthonous genetically engineered mouse model of lung adenocarcinoma, which is driven by an activating mutation of Kras and a loss of function mutation of p53.","[2] and multiplex FISH, together with single-cell RNA sequencing and high-dimensional unsupervised spatial-temporal analysis, to study the tumor-immune microenvironment in an autochthonous genetically engineered mouse model of <b>lung adenocarcinoma</b>, which is driven by an activating mutation of Kras and a loss of function mutation of <b>p53</b>."
59763,920bee1be548a1382fbb721b2fc47b4a,31618955,Molecular Insights into Potential Contributions of Natural Polyphenols to Lung Cancer Treatment,Cancers,Cancers,2019,10.0,15.0,article,introduction,Oncogene,0.936395121438334,DOID:3908,NSCLC,lung non-small cell carcinoma,321,326,HGNC:11998,7157,tumor protein p53 (TP53),TP53,366,390,"For example, activating mutations in the Kirsten rat sarcoma viral oncogene homolog (KRAS) and epidermal growth factor receptor (EGFR) genes and rearrangements in the anaplastic lymphoma kinase (ALK) or ROS proto-oncogene 1 receptor tyrosine kinase (ROS1) genes are identified as oncogenic drivers in certain subtypes of NSCLC , so are the inactivating mutations in tumor protein p53 (TP53) and retinoblastoma 1 (RB1) genes in SCLC.","For example, activating mutations in the Kirsten rat sarcoma viral oncogene homolog (KRAS) and epidermal growth factor receptor (EGFR) genes and rearrangements in the anaplastic lymphoma kinase (ALK) or ROS proto-oncogene 1 receptor tyrosine kinase (ROS1) genes are identified as oncogenic drivers in certain subtypes of <b>NSCLC</b> , so are the inactivating mutations in <b>tumor protein p53 (TP53)</b> and retinoblastoma 1 (RB1) genes in SCLC."
59926,8e390ed2997c32b925dba06cfbfc21cf,31681566,Integrated Network Analysis Reveals FOXM1 and MYBL2 as Key Regulators of Cell Proliferation in Non-small Cell Lung Cancer,Frontiers in Oncology,Frontiers in Oncology,2019,10.0,15.0,article,introduction,Tumor_Suppressor,0.9628329954544488,DOID:3908,NSCLC,lung non-small cell carcinoma,23,28,HGNC:11998,7157,TP53,TP53,81,85,"Molecular profiling of NSCLC identified mutations in the tumor suppressor genes (TP53, RB1), oncogenes (EGFR, KRAS, AKT, MAPK) and translocations in oncogenes (ALK, RET, ROS1, NTRK1, NRG1), which alter the important signal-transduction pathways.","Molecular profiling of <b>NSCLC</b> identified mutations in the tumor suppressor genes (<b>TP53</b>, RB1), oncogenes (EGFR, KRAS, AKT, MAPK) and translocations in oncogenes (ALK, RET, ROS1, NTRK1, NRG1), which alter the important signal-transduction pathways."
60136,8e390ed2997c32b925dba06cfbfc21cf,31532756,Long non-coding RNA TUG1 enhances chemosensitivity in non-small cell lung cancer by impairing microRNA-221-dependent PTEN inhibition,Aging (Albany NY),Aging (Albany NY),2019,9.0,18.0,article,discussion,Tumor_Suppressor,0.9770488562329636,DOID:3908,NSCLC,lung non-small cell carcinoma,113,118,HGNC:11998,7157,p53,TP53,76,79,"Zhang et al. demonstrated TUG1 expression was found be to be upregulated by p53, known as a tumor suppressor, in NSCLC , suggesting the positive interaction between TUG1 and p53.","Zhang et al. demonstrated TUG1 expression was found be to be upregulated by <b>p53</b>, known as a tumor suppressor, in <b>NSCLC</b> , suggesting the positive interaction between TUG1 and p53."
61040,ac35cd158e474c04f7900989628ba82b,31311130,Male-Specific Long Noncoding RNA TTTY15 Inhibits Non-Small Cell Lung Cancer Proliferation and Metastasis via TBX4,International Journal of Molecular Sciences,International Journal of Molecular Sciences,2019,7.0,15.0,article,discussion,Tumor_Suppressor,0.9971208443267856,DOID:3908,NSCLC,lung non-small cell carcinoma,57,62,HGNC:11603,9496,TBX4,TBX4,27,31,These results suggest that TBX4 is a tumor suppressor in NSCLC and inhibits the migration and invasiveness of NSCLC by decreasing the activity of MMP9.,These results suggest that <b>TBX4</b> is a tumor suppressor in <b>NSCLC</b> and inhibits the migration and invasiveness of NSCLC by decreasing the activity of MMP9.
61356,8e390ed2997c32b925dba06cfbfc21cf,31355244,Multiple Molecular Targets Associated with Genomic Instability in Lung Cancer,International Journal of Genomics,International Journal of Genomics,2019,7.0,1.0,article,introduction,Tumor_Suppressor,0.9786821423702609,DOID:3908,NSCLC,lung non-small cell carcinoma,104,109,HGNC:11998,7157,TP53,TP53,168,172,Malignant diseases often present mutations affecting DNA repair genes as evidenced in more than half of NSCLC patients harboring mutations in the tumor suppressor gene TP53 while ATM expression is lost in over 40% of lung adenocarcinomas.,Malignant diseases often present mutations affecting DNA repair genes as evidenced in more than half of <b>NSCLC</b> patients harboring mutations in the tumor suppressor gene <b>TP53</b> while ATM expression is lost in over 40% of lung adenocarcinomas.
61399,920bee1be548a1382fbb721b2fc47b4a,31338327,Small Nucleolar RNAs: Insight Into Their Function in Cancer,Frontiers in Oncology,Frontiers in Oncology,2019,7.0,9.0,article,introduction,Oncogene,0.8397765375397965,DOID:3908,non-small cell lung cancer (NSCLC),lung non-small cell carcinoma,30,64,HGNC:11998,7157,p53,TP53,126,129,SnoRNA42 was overexpressed in non-small cell lung cancer (NSCLC) and played an oncogenic role by regulating the expression of p53.,SnoRNA42 was overexpressed in <b>non-small cell lung cancer (NSCLC)</b> and played an oncogenic role by regulating the expression of <b>p53</b>.
61445,8e390ed2997c32b925dba06cfbfc21cf,30979070,Complete and Durable Response to Combined Chemo/Radiation Therapy in EGFR Wild-Type Lung Adenocarcinoma with Diffuse Brain Metastases,Diagnostics,Diagnostics,2019,6.0,11.0,article,discussion,Tumor_Suppressor,0.9706388374936686,DOID:3908,NSCLC,lung non-small cell carcinoma,30,35,HGNC:11998,7157,p53,TP53,155,158,It is known that about 50% of NSCLC patients harbor somatic TP53 gene variants in the tumor mass and that the inactivation of the tumor suppressor protein p53 is a predictive factor of poor prognosis.,It is known that about 50% of <b>NSCLC</b> patients harbor somatic TP53 gene variants in the tumor mass and that the inactivation of the tumor suppressor protein <b>p53</b> is a predictive factor of poor prognosis.
62317,ced6d4b903a11ab0f6dbc7bfe466038a,31101108,Circular RNA ACVR2A suppresses bladder cancer cells proliferation and metastasis through miR-626/EYA4 axis,Molecular Cancer,Molecular Cancer,2019,5.0,17.0,article,results,Tumor_Suppressor,0.9960857850964996,DOID:3908,non-small cell lung cancer,lung non-small cell carcinoma,80,106,HGNC:3522,2070,EYA4,EYA4,40,44,"Previous studies have demonstrated that EYA4 acts as a tumor suppressor gene in non-small cell lung cancer , colorectal cancer , hepatocellular carcinoma , esophageal squamous cell carcinoma and pancreatic ductal adenocarcinoma , but the biological role of EYA4 in BC remains unknown.","Previous studies have demonstrated that <b>EYA4</b> acts as a tumor suppressor gene in <b>non-small cell lung cancer</b> , colorectal cancer , hepatocellular carcinoma , esophageal squamous cell carcinoma and pancreatic ductal adenocarcinoma , but the biological role of EYA4 in BC remains unknown."
62651,8e390ed2997c32b925dba06cfbfc21cf,30854794,The immune microenvironment in non-small cell lung cancer is predictive of prognosis after surgery,Molecular Oncology,Molecular Oncology,2019,5.0,10.0,article,discussion,Tumor_Suppressor,0.959658338011704,DOID:3908,NSCLC,lung non-small cell carcinoma,70,75,HGNC:11998,7157,TP53,TP53,0,4,"TP53 is a well-known tumor suppressor gene, commonly found mutated in NSCLC.","<b>TP53</b> is a well-known tumor suppressor gene, commonly found mutated in <b>NSCLC</b>."
63177,9eb6448e78c96c6cb8d5790569211d1a,30956771,ABL kinase inhibition sensitizes primary lung adenocarcinomas to chemotherapy by promoting tumor cell differentiation,Oncotarget,Oncotarget,2019,3.0,8.0,article,results,Driver,0.9890659626760144,DOID:3910,lung adenocarcinomas,lung adenocarcinoma,156,176,HGNC:11998,7157,p53,TP53,141,144,These data suggested that combination treatment with GNF5 and docetaxel inhibits cell proliferation and increases cell death in Kras G12D/+; p53 −/− driven lung adenocarcinomas.,These data suggested that combination treatment with GNF5 and docetaxel inhibits cell proliferation and increases cell death in Kras G12D/+; <b>p53</b> −/− driven <b>lung adenocarcinomas</b>.
64020,04dfa692c4072abbf6fcb9516f58ed16,28453558,Tumor-targeted SN38 inhibits growth of early stage non-small cell lung cancer (NSCLC) in a KRas/p53 transgenic mouse model,PLoS ONE,PLoS ONE,2017,4.0,28.0,article,introduction,Tumor_Suppressor,0.9756488548765766,DOID:3910,lung adenocarcinomas,lung adenocarcinoma,126,146,HGNC:11998,7157,TP53,TP53,180,184,"The most common causes of NSCLC in humans are somatic activating mutations in KRAS, which occur in approximately 30% of human lung adenocarcinomas and loss of the tumor suppressor TP53 (60% of all cases).","The most common causes of NSCLC in humans are somatic activating mutations in KRAS, which occur in approximately 30% of human <b>lung adenocarcinomas</b> and loss of the tumor suppressor <b>TP53</b> (60% of all cases)."
65401,920bee1be548a1382fbb721b2fc47b4a,28191284,E3 ubiquitin ligase Pirh2 enhances tumorigenic properties of human non-small cell lung carcinoma cells,Genes & Cancer,Genes & Cancer,2016,11.0,,article,discussion,Oncogene,0.8193413795246077,DOID:3908,non-small cell lung carcinoma,lung non-small cell carcinoma,116,145,HGNC:11998,7157,p53,TP53,97,100,"In summary, this study provides several lines of evidence that Pirh2 plays the oncogenic role in p53-negative human non-small cell lung carcinoma cells by enhancing their proliferation, migration, and resistance to doxorubicin.","In summary, this study provides several lines of evidence that Pirh2 plays the oncogenic role in <b>p53</b>-negative human <b>non-small cell lung carcinoma</b> cells by enhancing their proliferation, migration, and resistance to doxorubicin."
66349,67be1f611ae3e80440a8fbd853cb83ae,29899834,Targeted DNA sequencing of non-small cell lung cancer identifies mutations associated with brain metastases,Oncotarget,Oncotarget,2018,5.0,25.0,article,discussion,Driver,0.9636212004859604,DOID:3908,NSCLC,lung non-small cell carcinoma,70,75,HGNC:11998,7157,TP53,TP53,50,54,"Furthermore, several other groups have identified TP53 as a driver of NSCLC.","Furthermore, several other groups have identified <b>TP53</b> as a driver of <b>NSCLC</b>."
67258,9eb6448e78c96c6cb8d5790569211d1a,29581842,Integrative proteomic and transcriptomic analysis provides evidence for TrkB (NTRK2) as a therapeutic target in combination with tyrosine kinase inhibitors for non-small cell lung cancer,Oncotarget,Oncotarget,2018,1.0,30.0,article,discussion,Driver,0.9515778830906132,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,109,128,HGNC:11998,7157,p53,TP53,155,158,"With regard to preclinical findings of TrkB as a viable target in lung cancer, a recent study showed that in lung adenocarcinoma models driven by KRAS and p53 loss, increased TrkB expression was correlated with more aggressive lung cancer tumors, and that TrkB was required for lung tumor metastases in vivo.","With regard to preclinical findings of TrkB as a viable target in lung cancer, a recent study showed that in <b>lung adenocarcinoma</b> models driven by KRAS and <b>p53</b> loss, increased TrkB expression was correlated with more aggressive lung cancer tumors, and that TrkB was required for lung tumor metastases in vivo."
67941,67be1f611ae3e80440a8fbd853cb83ae,29435157,The microtubule-associated protein PRC1 is a potential therapeutic target for lung cancer,Oncotarget,Oncotarget,2017,12.0,22.0,abstract,,Driver,0.8175567254636528,DOID:3908,non-small cell lung cancer,lung non-small cell carcinoma,100,126,HGNC:11998,7157,p53,TP53,165,168,"Significantly, we also show that PRC1 is required for tumorigenesis in vivo using a mouse model for non-small cell lung cancer driven by oncogenic K-RAS and loss of p53.","Significantly, we also show that PRC1 is required for tumorigenesis in vivo using a mouse model for <b>non-small cell lung cancer</b> driven by oncogenic K-RAS and loss of <b>p53</b>."
68435,96f1c50fd52eefaaa7a38ac23b7a0d0a,29285217,Identification of novel gene expression signature in lung adenocarcinoma by using next-generation sequencing data and bioinformatics analysis,Oncotarget,Oncotarget,2017,9.0,18.0,article,discussion,Tumor_Suppressor,0.9802419340490968,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,75,94,HGNC:16028,90865,IL33,IL33,31,35,"In our analysis, we found that IL33 may have tumor suppressor functions in lung adenocarcinoma.","In our analysis, we found that <b>IL33</b> may have tumor suppressor functions in <b>lung adenocarcinoma</b>."
68700,920bee1be548a1382fbb721b2fc47b4a,29180617,Transcribed ultraconserved region 339 promotes carcinogenesis by modulating tumor suppressor microRNAs,Nature Communications,Nature Communications,2017,11.0,27.0,article,discussion,Oncogene,0.9217641532590938,DOID:3908,NSCLC,lung non-small cell carcinoma,88,93,HGNC:11998,7157,TP53,TP53,48,52,"In conclusion, this study suggests that loss of TP53 activates uc.339 as an oncogene in NSCLC by entrapping miR-339, -663b, and -95, and preventing their targeting of oncogenic CCNE2, leading to increased tumor growth and migration.","In conclusion, this study suggests that loss of <b>TP53</b> activates uc.339 as an oncogene in <b>NSCLC</b> by entrapping miR-339, -663b, and -95, and preventing their targeting of oncogenic CCNE2, leading to increased tumor growth and migration."
